Segment,1,2,3,4,Total
t903,2.2132692776324217e-8,2.4620756864895884e-8,4.059182649078883e-8,1.1554180866874225e-7,2.0288708480075117e-7
t904,2.2132691966553572e-8,2.4620755794199698e-8,4.059182353897112e-8,1.1554177902775319e-7,2.0288705032747758e-7
t905,2.2132692840774173e-8,2.4620756859901493e-8,4.0591826401455283e-8,1.1554179714511724e-7,2.0288707324724819e-7
t906,2.2178386060501498e-8,2.467731402004916e-8,4.0745786998103667e-8,1.1679800619343603e-7,2.0439949327209035e-7
t907,2.217839402811293e-8,6.257567448944111e-8,282.7308596270038,60.76199993742397,343.4928596491818
t908,2.225204203333888e-8,6.257569529063333e-8,237.71144900991723,59.243999937424086,296.95544903216904
t909,2.3239231596151726e-8,99.83505216079213,470.3519999374125,58.79399996871189,628.9810520901557
t910,2.2179169427187174e-8,2.4678286661391882e-8,4.074844219298807e-8,1.1681997524360372e-7,2.0442587352517085e-7
t911,2.2178386979650612e-8,2.4677314919467086e-8,4.074578926995628e-8,1.1679799841416376e-7,2.0439948958323772e-7
t912,2.2178381843384367e-8,2.467730840883303e-8,4.074577140341094e-8,1.1679783554862788e-7,2.0439929720425622e-7
t913,2.2150530287343973e-8,2.4642831772529167e-8,4.065186396814788e-8,1.1602950423337366e-7,2.0347473026139467e-7
t914,2.2150537026931597e-8,2.4642840047481838e-8,4.0651886398976535e-8,1.1602967320187218e-7,2.0347493667526215e-7
t915,2.2199974049103574e-8,2.4704043244274327e-8,4.08187091175723e-8,1.1739912580102543e-7,2.0512185221197563e-7
t916,2.2185409476848604e-8,2.4686009019064005e-8,4.0769496806273714e-8,1.1699295173074353e-7,2.0463386703292986e-7
t917,2.2160819674341247e-8,2.4655567407102282e-8,4.0686533224084186e-8,1.163123610891101e-7,2.038152813946378e-7
t918,2.2150537792317927e-8,2.4642840960323534e-8,4.0651888840451895e-8,1.1602968509736426e-7,2.034749526904576e-7
t919,2.2147115916025984e-8,2.4638605876596405e-8,4.0640365214602956e-8,1.1593587304739289e-7,2.0336196005461822e-7
t920,2.208774023824805e-8,2.456514178160174e-8,4.044087681897716e-8,1.143270740117886e-7,2.0142083285061554e-7
t921,2.2087740045614533e-8,2.456514158365529e-8,4.0440876340658816e-8,1.143270784152453e-7,2.0142083638517391e-7
t922,2.2087737731246354e-8,2.456513874565975e-8,4.044086868927498e-8,1.143270235488866e-7,2.014207687150677e-7
t923,2.1925756591131432e-8,2.436494831785125e-8,3.9901153673654065e-8,1.1011628179650214e-7,1.963081403791389e-7
t924,2.1901539814795378e-8,2.433504739552227e-8,3.982102560849391e-8,1.0950817073714283e-7,1.9556578355595442e-7
t925,2.1901533465696994e-8,2.4335039566897375e-8,3.982100465733269e-8,1.0950801410813527e-7,1.9556559179806234e-7
t926,2.1901531091265387e-8,2.4335036647194718e-8,3.9820996854737005e-8,1.0950795741401401e-7,1.9556552200721111e-7
t927,2.1901536162558302e-8,2.4335042912022896e-8,3.982101363615709e-8,1.0950808506462171e-7,1.9556567777536002e-7
t928,2.1925750553532028e-8,2.43649409089708e-8,3.9901133873951417e-8,1.1011614034528235e-7,1.963079656817366e-7
t929,2.1925764398355325e-8,2.436495801113858e-8,3.990117973751948e-8,1.1011648997161987e-7,1.9630839211863324e-7
t930,2.2087737455259253e-8,2.4565138481751388e-8,4.044086807187971e-8,1.1432703330058463e-7,2.0142077730947497e-7
t931,2.215053656081908e-8,2.4642839746019976e-8,4.0651885927264615e-8,1.1602971821247597e-7,2.0347498044657967e-7
t932,2.2525830860022093e-8,2.5108226184789636e-8,4.193408299076777e-8,1.2712412144546252e-7,2.1669226148104204e-7
t933,2.252582462589314e-8,2.5108218435010104e-8,4.193406136699356e-8,1.2712392238613252e-7,2.1669202681402932e-7
t934,2.2525832867007363e-8,2.5108228626900118e-8,4.19340897511736e-8,1.2712417569911844e-7,2.1669232694419952e-7
t935,2.2252041066347333e-8,2.4768535875559838e-8,4.099508258212257e-8,1.1887004090727645e-7,2.068857004313062e-7
t936,2.2178385947587076e-8,2.4677313364364094e-8,4.074578473335036e-8,1.1679791691311895e-7,2.0439940095842048e-7
t937,2.215056142539891e-8,2.4642870165270755e-8,4.065196825859711e-8,1.1603032252951697e-7,2.0347572237878375e-7
t938,2.215053744974171e-8,2.464284043360875e-8,4.065188725365642e-8,1.160296508738739e-7,2.0347491601088077e-7
t939,2.2150535796246875e-8,2.4642838350679547e-8,4.06518815292009e-8,1.1602959652879976e-7,2.0347485220492708e-7
t940,2.2147123267145267e-8,2.4638614741510333e-8,4.064038898340339e-8,1.1593601662305805e-7,2.0336214361511705e-7
t941,2.2147119017418966e-8,2.4638609493916784e-8,4.064037472716264e-8,1.1593590345352105e-7,2.0336200669201942e-7
t942,2.21471214271555e-8,2.4638612530306813e-8,4.0640383069370256e-8,1.1593598233594278e-7,2.0336209936277535e-7
t943,2.2150537324014768e-8,2.464284038223992e-8,4.065188727312904e-8,1.1602967252054329e-7,2.0347493749992702e-7
t944,2.2150485571235793e-8,2.464277642330891e-8,4.065171333455307e-8,1.1602827359010695e-7,2.0347324891920474e-7
t945,2.214711695242357e-8,2.4638607235605196e-8,4.06403690180973e-8,1.1593591864286763e-7,2.033620118489937e-7
t946,2.213269120034901e-8,2.4620754524051178e-8,4.0591819772824724e-8,1.1554170076025643e-7,2.0288696625748133e-7
t947,2.2087720823800398e-8,2.4565117805520785e-8,4.044081193105593e-8,1.1432656662706665e-7,2.0142021718744377e-7
t948,2.208771693692539e-8,2.4565113000636765e-8,4.0440798928425e-8,1.1432646422576793e-7,2.014200930917551e-7
t949,2.208772019445701e-8,2.4565117026322352e-8,4.044080982444381e-8,1.1432654989225304e-7,2.014201969374762e-7
t950,2.2087716216146143e-8,2.4565112105212915e-8,4.044079649760298e-8,1.1432644396145799e-7,2.0142006878042002e-7
t951,2.208771482539489e-8,2.456511037670469e-8,4.04407918067952e-8,1.1432640519866335e-7,2.014200222075581e-7
t952,2.2087732245664237e-8,2.4565131909252716e-8,4.044085010581527e-8,1.1432686612528223e-7,2.0142058038601446e-7
t953,2.2087738125660165e-8,2.456513917355294e-8,4.0440869763187326e-8,1.1432701953094507e-7,2.014207665933455e-7
t954,2.2147123712093077e-8,2.4638615608499697e-8,4.064039180390846e-8,1.1593610419295455e-7,2.0336223531745577e-7
t955,2.2150546571029387e-8,2.4642851959053888e-8,4.065191897127649e-8,1.160299568600301e-7,2.0347527436138986e-7
t956,2.2293506070673864e-8,2.4819920548360475e-8,4.1136039697118546e-8,1.2006296448507108e-7,2.0831243080122397e-7
t957,2.229352690467366e-8,2.481994637930477e-8,4.1136110675222664e-8,1.2006356953179776e-7,2.0831315349099884e-7
t958,2.2293521386004627e-8,2.481993951371031e-8,4.113609177773975e-8,1.2006340352557665e-7,2.0831295620303133e-7
t959,2.2293486807176354e-8,2.4819896577454577e-8,4.1135973735167106e-8,1.2006238436226953e-7,2.0831174148206758e-7
t960,2.2178397613378094e-8,2.4677327672446362e-8,4.0745823573424013e-8,1.1679820981952847e-7,2.0439975867877692e-7
t961,2.2150537663128567e-8,2.4642840627992338e-8,4.065188768428815e-8,1.1602963867039427e-7,2.0347490464580334e-7
t962,2.2150536214910283e-8,2.4642838771680303e-8,4.065188253183987e-8,1.1602958256926454e-7,2.03474840087695e-7
t963,2.215053621725552e-8,2.4642838730057822e-8,4.0651882349392344e-8,1.1602957105273637e-7,2.0347482834944206e-7
t964,2.2150535022909827e-8,2.4642837226701134e-8,4.0651878219146435e-8,1.1602953171743716e-7,2.0347478218619456e-7
t965,2.2150470603432648e-8,2.464275749432057e-8,4.0651661255416625e-8,1.160277645989979e-7,2.0347265395216776e-7
t966,2.2132694428226558e-8,2.4620758050742903e-8,4.059182866084142e-8,1.1554167114903735e-7,2.0288695228884823e-7
t967,2.1901508318843264e-8,2.4335008025366362e-8,3.982091948583967e-8,1.0950727381570404e-7,1.9556470964575332e-7
t968,2.190150800757843e-8,2.4335007738004112e-8,3.982091887747479e-8,1.0950729018726871e-7,1.9556472481032606e-7
t969,2.1901508001303195e-8,2.4335007830412412e-8,3.982091927851084e-8,1.0950731365435279e-7,1.9556474876457922e-7
t970,2.1901508003970578e-8,2.4335007900642025e-8,3.982091956531029e-8,1.0950732892415106e-7,1.9556476439407396e-7
t971,2.1901508013682188e-8,2.433500795042098e-8,3.982091975292915e-8,1.095073377306974e-7,1.9556477344772972e-7
t972,2.1901508015856555e-8,2.4335007973194125e-8,3.982091984301195e-8,1.0950734242720259e-7,1.955647782592652e-7
t973,2.190150801956978e-8,2.433500798930307e-8,3.982091990141141e-8,1.0950734485252692e-7,1.9556478076281118e-7
t974,2.1901508024245112e-8,2.4335007999496788e-8,3.982091993487446e-8,1.0950734604943127e-7,1.9556478200804763e-7
t975,2.190150803598683e-8,2.433500801971827e-8,3.982091999523667e-8,1.095073473801679e-7,1.9556478343110967e-7
t976,2.1901508052828626e-8,2.4335008047584182e-8,3.982092007852908e-8,1.0950734930029634e-7,1.9556478547923822e-7
t977,2.190150810493813e-8,2.4335008123374857e-8,3.9820920294423746e-8,1.095073528961825e-7,1.9556478941891925e-7
t978,2.1901508427994044e-8,2.433500853109831e-8,3.982092139187388e-8,1.0950736206111036e-7,1.9556480041207659e-7
t979,2.2087737189744494e-8,2.4565137993873112e-8,4.0440866541462716e-8,1.1432698970160512e-7,2.0142073142668545e-7
t980,2.2836983415484274e-8,2.5495423066564875e-8,4.3025386568509926e-8,1.3771316274813708e-7,2.2907095579869616e-7
t981,2.2340493996171817e-8,2.4878175663527576e-8,4.1296308483602834e-8,1.2143852647902011e-7,2.0995350462232234e-7
t982,2.234049254028219e-8,2.487817383511102e-8,4.129630340742215e-8,1.2143847808649733e-7,2.0995344786931267e-7
t983,2.2340468481713785e-8,2.4878143927335372e-8,4.1296220867821556e-8,1.214377496938772e-7,2.0995258297074793e-7
t984,2.217840168019276e-8,2.467733271526119e-8,4.074583733781249e-8,1.1679832311112657e-7,2.04399894844393e-7
t985,2.2150539351422673e-8,2.464284272516517e-8,4.0651893402591347e-8,1.1602968589053322e-7,2.0347496136971242e-7
t986,2.21505367357291e-8,2.464283942502055e-8,4.065188432261233e-8,1.1602959841845209e-7,2.0347485890181406e-7
t987,2.2150536716151757e-8,2.464283935596428e-8,4.065188406544859e-8,1.1602958640879488e-7,2.034748465463595e-7
t988,2.2150536531256565e-8,2.4642839098235436e-8,4.065188331938914e-8,1.1602957389975064e-7,2.034748328486318e-7
t989,2.215053677127358e-8,2.4642839384455674e-8,4.0651884085865876e-8,1.1602957783970146e-7,2.034748380812966e-7
t990,2.2132689998929282e-8,2.4620752541386316e-8,4.0591813650908874e-8,1.1554154570662912e-7,2.0288680189785358e-7
t991,2.190150849940277e-8,2.4335008205257032e-8,3.9820919897906627e-8,1.0950726764486756e-7,1.95564704247434e-7
t992,2.190150799840316e-8,2.433500767460264e-8,3.982091862749166e-8,1.0950727771974576e-7,1.9556471202024322e-7
t993,2.1901508003286576e-8,2.4335007788263923e-8,3.982091909815738e-8,1.0950730333341704e-7,1.955647382231249e-7
t994,2.1901508013633844e-8,2.4335007885027392e-8,3.982091948176558e-8,1.0950732277516943e-7,1.9556475815559626e-7
t995,2.1901508036716217e-8,2.4335007973276145e-8,3.9820919803676415e-8,1.0950733684894669e-7,1.9556477266261546e-7
t996,2.1901508060444088e-8,2.433500804664891e-8,3.98209200615815e-8,1.0950734719355905e-7,1.9556478336223356e-7
t997,2.190150809702231e-8,2.4335008121720132e-8,3.9820920302576366e-8,1.0950735448449034e-7,1.9556479100580916e-7
t998,2.190150810691533e-8,2.4335008148702578e-8,3.982092039546408e-8,1.0950735815695115e-7,1.9556479480803313e-7
t999,2.190150811934236e-8,2.4335008178286498e-8,3.982092049387283e-8,1.095073615643238e-7,1.955647983558255e-7
t1000,2.1901508202901037e-8,2.4335008295797215e-8,3.982092082566813e-8,1.0950736663218834e-7,1.9556480395655472e-7
t1001,2.1901508552373215e-8,2.4335008746704937e-8,3.9820922054707063e-8,1.0950737915296773e-7,1.9556481850675296e-7
t1002,2.203740818485005e-8,2.450290188303679e-8,4.02724703929384e-8,1.1299137385772242e-7,1.9980415431854766e-7
t1003,2.2087742001769253e-8,2.456514402505733e-8,4.044088298346027e-8,1.1432713472394971e-7,2.0142090373423657e-7
t1004,2.3209836316291603e-8,2.5961020764022226e-8,4.436822475138855e-8,1.5248483488193916e-7,2.4602391671364156e-7
t1005,2.225204460664288e-8,2.4768540309280343e-8,4.0995094864297386e-8,1.1887015543180215e-7,2.0688583521202278e-7
t1006,2.225203098655385e-8,2.4768523402561257e-8,4.099504847183336e-8,1.188697610192769e-7,2.0688536388022537e-7
t1007,2.2178388058486847e-8,2.4677316043671965e-8,4.074579213436855e-8,1.1679798945341512e-7,2.0439948568994247e-7
t1008,2.21505385628021e-8,2.464284193085178e-8,4.0651891498721234e-8,1.1602970851107224e-7,2.0347498050344737e-7
t1009,2.0144740025096805e-9,2.241234625175232e-9,3.6982841115479284e-9,1.0569852108202997e-8,1.8523844847435838e-8
t1010,2.014473983019104e-9,2.2412346003666883e-9,3.6982840427197723e-9,1.056985142428983e-8,1.8523844050395394e-8
t1011,2.014473973914719e-9,2.2412345886317164e-9,3.6982840099185827e-9,1.0569851074846179e-8,1.8523843647311195e-8
t1012,2.0144739715188985e-9,2.241234585418642e-9,3.698284000736611e-9,1.0569850955929452e-8,1.8523843513603603e-8
t1013,2.0144739731838513e-9,2.2412345875855794e-9,3.6982840067599013e-9,1.0569851023773968e-8,1.85238435913033e-8
t1014,2.014473994444334e-9,2.2412346145242273e-9,3.698284081131384e-9,1.056985174427891e-8,1.8523844434378855e-8
t1015,2.0085644459661877e-9,2.2339221766800083e-9,3.6784154531560133e-9,1.0409160941992854e-8,1.8330063017795063e-8
t1016,1.9910462116550812e-9,2.2122735639634036e-9,3.6200840228461923e-9,9.955229727193473e-9,1.7778633525658147e-8
t1017,1.9910461953818516e-9,2.212273544523097e-9,3.6200839718950243e-9,9.955229455082136e-9,1.777863316688211e-8
t1018,1.9910461957346437e-9,2.212273545458061e-9,3.6200839752516943e-9,9.955229561670122e-9,1.7778633278114522e-8
t1019,1.991046201312209e-9,2.2122735527493744e-9,3.620083995488446e-9,9.955229777591913e-9,1.7778633527141944e-8
t1020,1.991046231542318e-9,2.2122735903501355e-9,3.6200840966497103e-9,9.955230582416545e-9,1.777863450095871e-8
t1021,1.996116812212514e-9,2.2185353385188103e-9,3.636881347716064e-9,1.0083299731515152e-8,1.793483322996254e-8
t1022,1.996116552895538e-9,2.2185350183212322e-9,3.636880487495793e-9,1.0083293140743796e-8,1.793482519945636e-8
t1023,1.996116548262951e-9,2.2185350127121697e-9,3.6368804726370284e-9,1.0083293040012398e-8,1.793482507362455e-8
t1024,2.0057406772606176e-9,2.230429770475234e-9,3.6689558878474054e-9,1.033376657013295e-8,1.8238892905716208e-8
t1025,2.008564438746324e-9,2.2339221711727097e-9,3.6784154440170204e-9,1.0409161461755587e-8,1.833006351569164e-8
t1026,2.008564543543665e-9,2.2339223007994303e-9,3.678415796409786e-9,1.0409164286209065e-8,1.8330066926961948e-8
t1027,2.014473970686411e-9,2.241234589981306e-9,3.698284022028457e-9,1.0569851958954855e-8,1.852384454165103e-8
t1028,2.014474439099142e-9,2.2412351810318462e-9,3.6982856352399644e-9,1.0569865219459225e-8,1.8523860474830176e-8
t1029,2.1176430412706285e-9,3.045703127398664e-9,6.5554698457019884e-9,56.7569999569737,56.75699996869252
t1030,2.0144743995268975e-9,2.241235123495035e-9,3.6982854773894136e-9,1.0569863817983758e-8,1.8523858818395103e-8
t1031,2.0144740084115633e-9,2.2412346358952847e-9,3.6982841456122625e-9,1.0569852684234176e-8,1.852384547415329e-8
t1032,2.0144739834234006e-9,2.241234602824388e-9,3.6982840527988452e-9,1.0569851713323286e-8,1.852384435236992e-8
t1033,2.014473959116657e-9,2.241234571721262e-9,3.698283966310655e-9,1.056985083759908e-8,1.8523843334747653e-8
t1034,2.0123626979858623e-9,2.238621555203017e-9,3.6911744663295883e-9,1.0511984135038605e-8,1.845414285455707e-8
t1035,2.0111224167846406e-9,2.237086800187636e-9,3.687003720025427e-9,1.0478228262168408e-8,1.8413441199166112e-8
t1036,2.0111223592131893e-9,2.237086728654632e-9,3.6870035250979945e-9,1.0478226637792688e-8,1.8413439250758504e-8
t1037,2.0111223561526466e-9,2.2370867249488905e-9,3.6870035151063178e-9,1.0478226571678837e-8,1.8413439167886693e-8
t1038,2.0123626931557284e-9,2.2386215491992515e-9,3.691174449839608e-9,1.0511983990885426e-8,1.8454142683080012e-8
t1039,2.008564477552726e-9,2.2339222159515995e-9,3.67841556095898e-9,1.0409161721870284e-8,1.8330063976333588e-8
t1040,2.0071507389293644e-9,2.232173581085327e-9,3.6736768007978665e-9,1.0371304405882444e-8,1.8284305526695e-8
t1041,2.007151465017051e-9,2.232174479793899e-9,3.673679236155634e-9,1.0371323921468402e-8,1.8284329102434986e-8
t1042,2.0085643289091188e-9,2.233922034200178e-9,3.678415071628843e-9,1.0409158206219169e-8,1.833005964095731e-8
t1043,2.0085644328493626e-9,2.2339221631132073e-9,3.6784154219167934e-9,1.0409161081523411e-8,1.8330063099402774e-8
t1044,2.008564313484787e-9,2.2339220157135922e-9,3.6784150226493635e-9,1.0409157926255224e-8,1.8330059278102968e-8
t1045,2.0085644076244224e-9,2.233922132268129e-9,3.678415339000973e-9,1.0409160484622475e-8,1.8330062363516e-8
t1046,2.0085644400162345e-9,2.2339221724189226e-9,3.6784154480822918e-9,1.0409161374546944e-8,1.8330063435064394e-8
t1047,2.0085644494756805e-9,2.2339221841369998e-9,3.6784154799718543e-9,1.0409161634435091e-8,1.8330063748019626e-8
t1048,2.0085644704632826e-9,2.2339222100428238e-9,3.6784155504539497e-9,1.0409162197983695e-8,1.833006442894375e-8
t1049,2.0123625966830453e-9,2.238621433895851e-9,3.691174143521806e-9,1.051198226197384e-8,1.8454140436074544e-8
t1050,2.0144739809655745e-9,2.2412346025581048e-9,3.6982840572469817e-9,1.0569852187199576e-8,1.8523844827970237e-8
t1051,2.0144765977095125e-9,2.2412378449743953e-9,3.6982928907637246e-9,1.0569924463705737e-8,1.852393179715337e-8
t1052,2.014476617211877e-9,2.241237868138263e-9,3.6982929538460707e-9,1.0569924960470604e-8,1.8523932399666814e-8
t1053,2.021436200633561e-9,2.249855812375179e-9,3.7218172881320215e-9,1.0764381139616635e-8,1.8757490440757397e-8
t1054,2.014476613768086e-9,2.2412378622705917e-9,3.6982929371692307e-9,1.0569924747828409e-8,1.8523932161036315e-8
t1055,2.0144740120639007e-9,2.241234639972089e-9,3.6982841578843227e-9,1.0569852738900798e-8,1.852384554882111e-8
t1056,2.014473985049988e-9,2.241234604746038e-9,3.698284059457328e-9,1.0569851736694187e-8,1.8523844385947542e-8
t1057,2.0144739778322912e-9,2.241234594996857e-9,3.6982840314657816e-9,1.0569851359156942e-8,1.8523843963451873e-8
t1058,2.0144739736755114e-9,2.2412345892960127e-9,3.698284014906485e-9,1.056985111434797e-8,1.852384369222598e-8
t1059,2.0144739237017206e-9,2.241234527053164e-9,3.698283844632411e-9,1.0569849650826784e-8,1.852384194621408e-8
t1060,2.0144739026868116e-9,2.2412345008871888e-9,3.6982837730942773e-9,1.0569849034174017e-8,1.8523841210842296e-8
t1061,2.0144738465889515e-9,2.241234431574343e-9,3.6982835845082386e-9,1.05698475190858e-8,1.8523839381757332e-8
t1062,2.014473952699232e-9,2.2412345635705745e-9,3.698283945048966e-9,1.056985058862519e-8,1.852384304994396e-8
t1063,2.0144739779217343e-9,2.241234595706277e-9,3.698284034275092e-9,1.0569851501702962e-8,1.8523844109606064e-8
t1064,2.0085644519352785e-9,2.2339221853043543e-9,3.6784154805923254e-9,1.0409161293958113e-8,1.8330063411790073e-8
t1065,1.991046277902066e-9,2.212273646331838e-9,3.6200842468669454e-9,9.955231439559234e-9,1.7778635610660085e-8
t1066,1.9910462068680526e-9,2.2122735588588832e-9,3.620084013018892e-9,9.955229722465126e-9,1.7778633501210957e-8
t1067,1.991046204417389e-9,2.2122735561282252e-9,3.6200840063062796e-9,9.955229732266748e-9,1.7778633499118643e-8
t1068,1.9910462094216477e-9,2.212273562656393e-9,3.6200840243897618e-9,9.955229924320195e-9,1.7778633720787996e-8
t1069,1.994762794155679e-9,2.216862891560899e-9,3.632389060657971e-9,1.0048843992365728e-8,1.7892858738740276e-8
t1070,1.994762610264067e-9,2.2168626647186522e-9,3.6323884525366354e-9,1.0048839386987947e-8,1.7892853114507303e-8
t1071,2.0111223525183496e-9,2.2370867250379287e-9,3.687003523953935e-9,1.0478227536403229e-8,1.8413440137913443e-8
t1072,2.012362704551977e-9,2.238621567902206e-9,3.6911745087117524e-9,1.051198526599065e-8,1.8454144047156585e-8
t1073,2.0144739922475293e-9,2.241234621376117e-9,3.6982841091898433e-9,1.0569852662401196e-8,1.8523845385214684e-8
t1074,2.0144740203040473e-9,4.1811755422756376e-8,461.5199999933859,57.68999999694737,519.2100000341595
t1075,2.0214361546414316e-9,4.165514240942844e-8,449.3999999933872,56.17499999694717,505.57500003401094
t1076,2.021436185843057e-9,4.1655142942198783e-8,444.4079999934111,55.55099999694673,499.9590000340345
t1077,2.0214361802433958e-9,4.1655127856231965e-8,443.0639999933634,55.38299999694649,498.4470000339864
t1078,2.0948899532172135e-9,2.5234374663693027e-9,4.535191825556921e-9,2.2365995968509746e-8,3.151951521365318e-8
t1079,2.0144739926125587e-9,2.2412346159366262e-9,3.698284091786811e-9,1.056985219272313e-8,1.8523844893059127e-8
t1080,2.014473985019911e-9,2.2412346047174647e-9,3.6982840593169776e-9,1.056985174003212e-8,1.8523844389086474e-8
t1081,2.0144739781251487e-9,2.241234595178879e-9,3.6982840316477902e-9,1.0569851344243668e-8,1.8523843949195484e-8
t1082,2.0144739747572787e-9,2.2412345903208812e-9,3.698284017200462e-9,1.0569851103592773e-8,1.8523843685871397e-8
t1083,2.0144739749504502e-9,2.2412345901134645e-9,3.6982840158872037e-9,1.0569851011022298e-8,1.8523843591973414e-8
t1084,2.014473975252023e-9,2.241234590270108e-9,3.6982840159318715e-9,1.056985097416229e-8,1.852384355561629e-8
t1085,2.014473975117399e-9,2.241234590169156e-9,3.698284015627691e-9,1.056985099357262e-8,1.8523843574486865e-8
t1086,2.014473991710163e-9,2.2412346113413265e-9,3.6982840742603874e-9,1.0569851599559368e-8,1.8523844276871245e-8
t1087,2.011122373712308e-9,2.2370867481321124e-9,3.6870035807605752e-9,1.0478227439625953e-8,1.841344014223095e-8
t1088,1.9910461999495268e-9,2.2122735493511526e-9,3.6200839836075056e-9,9.95522942954339e-9,1.7778633162451577e-8
t1089,1.9910462000786703e-9,2.2122735500706087e-9,3.620083986394025e-9,9.955229548642757e-9,1.7778633285186063e-8
t1090,1.9910461916149327e-9,2.212273540056268e-9,3.620083960314656e-9,9.955229430327911e-9,1.777863312231377e-8
t1091,1.991046191506108e-9,2.21227354031854e-9,3.620083961667121e-9,9.955229503299464e-9,1.7778633196791233e-8
t1092,1.991046193235132e-9,2.2122735427478707e-9,3.6200839686332994e-9,9.955229598452324e-9,1.7778633303068625e-8
t1093,1.9910461960941095e-9,2.2122735464522572e-9,3.6200839788622347e-9,9.955229702015345e-9,1.7778633423423944e-8
t1094,1.9910462015570704e-9,2.2122735533514163e-9,3.6200839975808832e-9,9.955229864921768e-9,1.777863361741114e-8
t1095,1.991046206837197e-9,2.2122735599562864e-9,3.620084015415387e-9,9.95523001140639e-9,1.777863379361526e-8
t1096,1.9910462249967116e-9,2.212273582418178e-9,3.6200840756366774e-9,9.9552304708512e-9,1.7778634353902766e-8
t1097,1.9926714378318286e-9,2.2142802000408764e-9,3.625460270798162e-9,9.995993885611179e-9,1.7828405794282044e-8
t1098,2.0085644463933384e-9,2.233922180209838e-9,3.6784154676654776e-9,1.0409161603333052e-8,1.8330063697601707e-8
t1099,2.0111223509219134e-9,2.2370867227409813e-9,3.6870035152186567e-9,1.0478227468574094e-8,1.8413440057455647e-8
t1100,2.1192320686526004e-9,2.37166793316177e-9,4.067401616014276e-9,1.4271394947105267e-8,2.2829696564933914e-8
t1101,2.014474483869588e-9,2.2412352249063397e-9,3.698285752844936e-9,1.0569866194594024e-8,1.8523861656214887e-8
t1102,2.01447433117138e-9,2.2412350352096687e-9,3.698285234838621e-9,1.0569861850062653e-8,1.852385645128232e-8
t1103,2.0144739992490184e-9,2.241234623009117e-9,3.698284108284809e-9,1.056985239639179e-8,1.8523845126934734e-8
t1104,2.014473969511712e-9,2.241234584855725e-9,3.698284001709521e-9,1.056985131290737e-8,1.852384386898433e-8
t1105,2.0123628154932797e-9,2.2386217005459346e-9,3.691174860830389e-9,1.0511987483116391e-8,1.8454146859985995e-8
t1106,2.012362849181964e-9,2.2386217414667585e-9,3.6911749709735575e-9,1.0511988250110116e-8,1.8454147811732397e-8
t1107,2.0111223530577822e-9,2.2370867204133517e-9,3.6870035010378996e-9,1.0478226510190697e-8,1.841343908469973e-8
t1108,2.0111223278846355e-9,2.237086688924543e-9,3.6870034147828918e-9,1.047822577069155e-8,1.841343820228362e-8
t1109,2.0111223453888704e-9,2.2370867107003294e-9,3.6870034741945826e-9,1.0478226265283449e-8,1.841343879556723e-8
t1110,2.012362760935261e-9,2.2386216321439958e-9,3.6911746732331253e-9,1.0511985827081442e-8,1.8454144893393827e-8
t1111,1.9964042155985683e-9,2.2188903605789403e-9,3.6378355112443336e-9,1.0090637104179587e-8,1.794376719160143e-8
t1112,1.9910461905948755e-9,2.212273537394698e-9,3.6200839507325753e-9,9.955229137800505e-9,1.7778632816522653e-8
t1113,1.991046190599879e-9,2.212273538182469e-9,3.620083954053814e-9,9.955229284615346e-9,1.777863296745151e-8
t1114,1.9910461918963205e-9,2.212273540360917e-9,3.6200839608309385e-9,9.955229424773996e-9,1.7778633117862172e-8
t1115,1.9910461922571743e-9,2.212273541272353e-9,3.6200839640561083e-9,9.955229521723895e-9,1.777863321930953e-8
t1116,1.991046194500198e-9,2.2122735443752675e-9,3.620083972924337e-9,9.955229638661142e-9,1.7778633350460943e-8
t1117,1.9910462066443445e-9,2.212273559635331e-9,3.6200840142398553e-9,9.955229988583683e-9,1.777863376910321e-8
t1118,1.994064141614619e-9,2.2160000331268636e-9,3.6300730479780366e-9,1.0031138630889568e-8,1.7871275853609086e-8
t1119,2.0071514651493816e-9,2.232174481433574e-9,3.673679241776655e-9,1.0371324341127734e-8,1.8284329529487345e-8
t1120,2.007151422521166e-9,2.2321744287840592e-9,3.6736790993706163e-9,1.037132321028004e-8,1.828432816095588e-8
t1121,2.0085644589474168e-9,2.2339221961310603e-9,3.6784155115469165e-9,1.0409162008967847e-8,1.833006417559324e-8
t1122,2.0136885273955244e-9,2.240262408797968e-9,3.695637651193345e-9,1.0548264114108852e-8,1.849785270149569e-8
t1123,2.02143615694704e-9,2.249855754467017e-9,3.721817127377532e-9,1.0764379913843248e-8,1.8757488952634838e-8
t1124,2.0144768476084472e-9,2.2412381509475815e-9,3.698293723987357e-9,1.056993144455498e-8,1.8523940167098367e-8
t1125,2.11030881479131e-9,2.360497855757258e-9,4.034658332163973e-9,1.3876268626222204e-8,2.2381733628934747e-8
t1126,2.0144767565914934e-9,2.2412380375945083e-9,3.6982934139155944e-9,1.0569928798922076e-8,1.8523937007023674e-8
t1127,2.0144739878398114e-9,2.2412346090585533e-9,3.698284070704317e-9,1.0569852110955905e-8,1.8523844778558586e-8
t1128,2.0144739800865937e-9,2.2412345984054203e-9,3.6982840400133933e-9,1.0569851691675235e-8,1.8523844310180644e-8
t1129,2.0144739716784625e-9,2.2412345870321323e-9,3.6982840074638622e-9,1.0569851262543355e-8,1.8523843828717812e-8
