Segment,1,2,3,4,Total
t231,1.0950754681474175e-8,1.2167505028462939e-8,1.991046299799772e-8,5.4753735287610176e-8,9.7782457995545e-8
t232,1.0950754471820864e-8,1.2167504770149506e-8,1.9910462306033215e-8,5.475373004847734e-8,9.778245159648092e-8
t233,1.1102941513104137e-8,1.2355680584685056e-8,2.0419346311862923e-8,5.87823519567269e-8,1.0266032036637901e-7
t234,1.1154631290786662e-8,1.2419726320511636e-8,2.0594860513820832e-8,6.026075839560594e-8,1.0442997652072507e-7
t235,1.1702227670772836e-8,1.3102377683968252e-8,2.2542447071917595e-8,8.064843137700311e-8,1.279954838036618e-7
t236,1.1154634945645389e-8,1.241973085209782e-8,2.0594872984005218e-8,6.026086486312012e-8,1.0443010364486856e-7
t237,1.1154631577587948e-8,1.2419726665338997e-8,2.059486144781771e-8,6.026076397412218e-8,1.0442998366486683e-7
t238,1.115463161666953e-8,1.2419726696167672e-8,2.0594861510365004e-8,6.026076097141468e-8,1.0442998079461689e-7
t239,1.1154631525991925e-8,1.2419726557726081e-8,2.0594861095802013e-8,6.026075213829401e-8,1.0442997131781403e-7
t240,1.1154631110233215e-8,1.2419726015186505e-8,2.0594859567727203e-8,6.026073371706707e-8,1.0442995041021399e-7
t241,1.1154630393803958e-8,1.2419725105600424e-8,2.0594857038700397e-8,6.026070784416795e-8,1.0442992038227272e-7
t242,1.1154630603738252e-8,1.2419725352931625e-8,2.0594857701798935e-8,6.026071071319547e-8,1.0442992437166428e-7
t243,1.1121260273464161e-8,1.2378370464755446e-8,2.048139067955715e-8,5.929945920364222e-8,1.0328048062141898e-7
t244,1.1121259925202297e-8,1.2378370032296852e-8,2.048138949435549e-8,5.929944910021534e-8,1.0328046855206999e-7
t245,1.1121260999621232e-8,1.237837137288734e-8,2.0481393178159348e-8,5.92994817893951e-8,1.0328050734006302e-7
t246,1.1154630888797082e-8,1.2419725735112892e-8,2.0594858792126188e-8,6.026072611639294e-8,1.044299415324291e-7
t247,1.1154634383967518e-8,1.2419730103484706e-8,2.059487085505327e-8,6.0260836478473e-8,1.044300718209785e-7
t248,1.1207908935325695e-8,1.2485809927722256e-8,2.077721273621378e-8,6.184905292974978e-8,1.0631998452901151e-7
t249,1.0950754128587699e-8,1.2167504343213129e-8,1.9910461160694123e-8,5.475372107068502e-8,9.778244070317997e-8
t250,1.0950754022495815e-8,1.21675042109546e-8,1.9910460808524638e-8,5.47537185727431e-8,9.778243761471817e-8
t251,1.0950754021323635e-8,1.2167504210153297e-8,1.9910460807600842e-8,5.475371870918995e-8,9.778243774826773e-8
t252,1.0950754027040533e-8,1.2167504216255764e-8,1.9910460822412163e-8,5.475371859421985e-8,9.778243765992831e-8
t253,1.0950754012783273e-8,1.2167504194621704e-8,1.9910460760673162e-8,5.475371752525332e-8,9.778243649333146e-8
t254,1.0950754010831182e-8,1.2167504189480652e-8,1.991046074380502e-8,5.475371696169683e-8,9.778243590581368e-8
t255,1.0950754010816635e-8,1.2167504185712683e-8,1.99104607288174e-8,5.4753716169450136e-8,9.778243509479686e-8
t256,1.0950754016638995e-8,1.216750419112204e-8,1.9910460739991612e-8,5.475371582153566e-8,9.77824347692883e-8
t257,1.0950754101022788e-8,1.2167504302012938e-8,1.9910461041891744e-8,5.475371890884334e-8,9.778243835377081e-8
t258,1.1121224267967121e-8,1.2378325964231648e-8,2.0481268988533986e-8,5.9298460878724004e-8,1.0327928009945676e-7
t259,1.1301938703588337e-8,1.2602615985318655e-8,2.1102684284321206e-8,6.482528423483121e-8,1.0983252320805941e-7
t260,1.1301956086322901e-8,1.2602637590637052e-8,2.110274481970068e-8,6.48258517240601e-8,1.0983319022072073e-7
t261,1.130204448462043e-8,1.2602747505892609e-8,2.1103053163478978e-8,6.482876665693923e-8,1.0983661181093125e-7
t262,1.1301954266992864e-8,1.2602635301607592e-8,2.110273836754969e-8,6.482578492201335e-8,1.098331128581635e-7
t263,1.1154630988582773e-8,1.2419725881246196e-8,2.0594859222091613e-8,6.026073427819724e-8,1.0442995037011782e-7
t264,1.1154630812482535e-8,1.2419725634856441e-8,2.0594858508138104e-8,6.026072246242593e-8,1.0442993741790301e-7
t265,1.1154628933510535e-8,1.2419723283100378e-8,2.0594852012299206e-8,6.026066234915024e-8,1.0442986657806035e-7
t266,1.1121226326456894e-8,1.2378328403019158e-8,2.0481275518275904e-8,5.9298492596052285e-8,1.0327932284380424e-7
t267,1.1121224732476436e-8,1.2378326420581124e-8,2.04812700815402e-8,5.9298445674012345e-8,1.032792669086101e-7
t268,1.1121224861248598e-8,1.2378326579130667e-8,2.048127051449e-8,5.929844909711977e-8,1.0327927105198904e-7
t269,1.1121225299389206e-8,1.2378327131071735e-8,2.0481272037844205e-8,5.929846364944694e-8,1.0327928811775208e-7
t270,1.1121228699030017e-8,1.2378331370768074e-8,2.048128368465136e-8,5.929856697211548e-8,1.0327941072656494e-7
t271,1.1154630859619982e-8,1.241972572490929e-8,2.05948588012654e-8,6.026073198706139e-8,1.0442994737285606e-7
t272,1.115463182441945e-8,1.2419726941170363e-8,2.0594862173205995e-8,6.026076514147828e-8,1.0442998608027408e-7
t273,1.1056200120079183e-8,1.229782400339779e-8,2.026181098975744e-8,5.7495468713090784e-8,1.011113038263252e-7
t274,1.0950754047525754e-8,1.2167504241867734e-8,1.991046088979752e-8,5.47537189765176e-8,9.77824381557086e-8
t275,1.0950754022039742e-8,1.2167504210553982e-8,1.9910460807976482e-8,5.475371861511803e-8,9.778243765568824e-8
t276,1.0950754015213384e-8,1.2167504201517886e-8,1.9910460783955832e-8,5.475371841735562e-8,9.778243741804273e-8
t277,1.0950754011438496e-8,1.2167504194269424e-8,1.991046076182538e-8,5.475371783918931e-8,9.778243680672261e-8
t278,1.0950754010456146e-8,1.2167504190248268e-8,1.9910460747718485e-8,5.475371727058035e-8,9.778243621900324e-8
t279,1.0950754008750892e-8,1.2167504185192742e-8,1.9910460730481222e-8,5.4753716609727e-8,9.778243553415185e-8
t280,1.0950754010077359e-8,1.2167504183915777e-8,1.9910460723038427e-8,5.475371603596578e-8,9.778243495299733e-8
t281,1.0950754019839845e-8,1.2167504199734082e-8,1.991046076867892e-8,5.475371695067164e-8,9.778243593892449e-8
t282,1.1056199624464221e-8,1.2297823404314642e-8,2.0261809382906156e-8,5.7495458593143987e-8,1.0111129100482901e-7
t283,1.115463579290973e-8,1.2419731894834092e-8,2.0594875836345794e-8,6.026088822844979e-8,1.0443013175253941e-7
t284,1.1154631582645155e-8,1.2419726671995728e-8,2.059486146416006e-8,6.026076408429605e-8,1.0442998380309698e-7
t285,1.1154631657777617e-8,1.2419726755606788e-8,2.059486168132729e-8,6.026076395724868e-8,1.0442998405196037e-7
t286,1.1154635868240792e-8,1.2419731958863691e-8,2.0594875971564588e-8,6.026088283788345e-8,1.0443012663655252e-7
t287,1.1154631390880484e-8,1.2419726382940489e-8,2.059486060166548e-8,6.026074624375355e-8,1.0442996461924e-7
t288,1.1154631048141402e-8,1.241972593032413e-8,2.0594859320707666e-8,6.026072988337198e-8,1.0442994618254517e-7
t289,1.1154631181804857e-8,1.2419726074928144e-8,2.0594859689818198e-8,6.026072840617255e-8,1.0442994535272375e-7
t290,1.115463136760544e-8,1.2419726292442527e-8,2.0594860270168602e-8,6.026073033378932e-8,1.0442994826400589e-7
t291,1.1154631682664618e-8,1.2419726676406318e-8,2.0594861317301347e-8,6.026073774444853e-8,1.0442995742082081e-7
t292,1.1154631537320332e-8,1.2419726496686103e-8,2.0594860823738865e-8,6.02607335960386e-8,1.044299524537839e-7
t293,1.1154631258211316e-8,1.2419726159800463e-8,2.059485990966201e-8,6.026072794966157e-8,1.0442994527733536e-7
t294,1.1154631165469519e-8,1.2419726070913901e-8,2.059485970061253e-8,6.026073191008003e-8,1.0442994884707599e-7
t295,1.1154631369450499e-8,1.2419726361508841e-8,2.0594860549291154e-8,6.026074677694309e-8,1.0442996505719359e-7
t296,1.1766143968280278e-8,1.3182556274792747e-8,2.2780832162320166e-8,8.378509887896735e-8,1.3151463128436054e-7
t297,1.1154631438080197e-8,1.2419726481183582e-8,2.0594860923639347e-8,6.026075737126867e-8,1.0442997621417179e-7
t298,1.1154630643402788e-8,1.241972550135469e-8,2.059485823769273e-8,6.026073631213993e-8,1.0442995069459014e-7
t299,1.110294446614861e-8,1.2355684245801848e-8,2.0419356312408396e-8,5.8782435569458556e-8,1.026604205938174e-7
t300,1.1027996057720678e-8,1.2262939562656145e-8,2.016728865910085e-8,5.674083644308253e-8,1.001990607225602e-7
t301,1.0978590330323287e-8,1.220187974885816e-8,2.0002673517586916e-8,5.5456777478928625e-8,9.863992107569699e-8
t302,1.0950754112609446e-8,1.2167504335923628e-8,1.991046115491774e-8,5.475372344599051e-8,9.778244304944133e-8
t303,1.0950754215750926e-8,1.2167504462378943e-8,1.991046149166448e-8,5.4753725698840354e-8,9.77824458686347e-8
t304,1.0950754134561926e-8,1.2167504361092558e-8,1.9910461218968505e-8,5.475372344726642e-8,9.778244316188941e-8
t305,1.1154630657030572e-8,1.2419725522690821e-8,2.0594858304007683e-8,6.026073791511763e-8,1.044299523988467e-7
t306,1.1496674906247276e-8,1.2845234681741888e-8,2.1791898655636993e-8,7.180114345849404e-8,1.1793495170212019e-7
t307,1.1154636241106235e-8,1.241973245672411e-8,2.0594877399802503e-8,6.02609029208441e-8,1.0443014901847695e-7
t308,1.1154635835004491e-8,1.2419731945913274e-8,2.059487598383941e-8,6.026088926047356e-8,1.0443013302523072e-7
t309,1.1154634474754073e-8,1.2419730248886892e-8,2.059487129930117e-8,6.026084700144783e-8,1.0443008302438997e-7
t310,1.115463179079628e-8,1.2419726906008951e-8,2.0594862080407543e-8,6.026076502089636e-8,1.0442998579810913e-7
t311,1.1154630881025274e-8,1.2419725756432875e-8,2.059485889075766e-8,6.026073364215271e-8,1.0442994917036852e-7
t312,1.1154630751757135e-8,1.241972557120281e-8,2.0594858349714474e-8,6.026072389280446e-8,1.0442993856547888e-7
t313,1.1139566129142028e-8,1.2401052926117923e-8,2.0543563931333545e-8,5.98236579322214e-8,1.039078409188149e-7
t314,1.1102944163482619e-8,1.2355683769281004e-8,2.0419354882701583e-8,5.8782403251902426e-8,1.0266038606736763e-7
t315,1.1102943750375928e-8,1.2355683250108327e-8,2.041935345623478e-8,5.878239012751361e-8,1.0266037058423265e-7
t316,1.11029434888211e-8,1.2355682924049887e-8,2.041935256456596e-8,5.878238238412482e-8,1.0266036136156176e-7
t317,1.1102942465608823e-8,1.2355681661202079e-8,2.0419349123351646e-8,5.8782354936349677e-8,1.0266032818651223e-7
t318,1.1102943506183e-8,1.2355682961776669e-8,2.041935269048501e-8,5.878238682932955e-8,1.0266036598777423e-7
t319,1.1102943807913073e-8,1.235568335250764e-8,2.0419353780473544e-8,5.8782399262234685e-8,1.0266038020312894e-7
t320,1.0950754109060524e-8,1.2167504273176921e-8,1.9910460916358976e-8,5.475371095772608e-8,9.77824302563225e-8
t321,1.0950754012732974e-8,1.2167504170661362e-8,1.9910460666522502e-8,5.475371246304848e-8,9.778243131296533e-8
t322,1.0950754008833625e-8,1.2167504178067259e-8,1.9910460702993455e-8,5.475371504191219e-8,9.778243393180652e-8
t323,1.0950754007584038e-8,1.2167504182079767e-8,1.9910460721356077e-8,5.475371623614205e-8,9.778243514716193e-8
t324,1.0950754007027406e-8,1.216750418182726e-8,1.991046072128391e-8,5.475371626609899e-8,9.778243517623756e-8
t325,1.095075400616869e-8,1.216750417806332e-8,1.991046070790959e-8,5.4753715692299616e-8,9.778243458444121e-8
t326,1.0950754005626912e-8,1.2167504172918e-8,1.991046068843871e-8,5.475371474509354e-8,9.778243361207716e-8
t327,1.0950754004529286e-8,1.2167504168349808e-8,1.991046067208362e-8,5.475371402081319e-8,9.778243286577591e-8
t328,1.0950754006766542e-8,1.2167504170630538e-8,1.9910460677176132e-8,5.475371395160584e-8,9.778243280617905e-8
t329,1.0950754017479313e-8,1.216750419118369e-8,1.991046074029592e-8,5.475371561232539e-8,9.778243456128433e-8
t330,1.0950754287264533e-8,1.216750454330354e-8,1.9910461703242413e-8,5.4753725796430005e-8,9.778244633024049e-8
t331,1.1154590910938312e-8,1.2419676248705686e-8,2.059472281934215e-8,6.025957794379381e-8,1.0442856792277996e-7
t332,1.1154590108630097e-8,1.2419675249224586e-8,2.0594720064150428e-8,6.025955328404286e-8,1.0442853870604797e-7
t333,1.1154582346279735e-8,1.2419665618521154e-8,2.059469357349846e-8,6.025932506752704e-8,1.0442826660582639e-7
t334,1.1121225793854298e-8,1.237832783359681e-8,2.048127408297483e-8,5.9298499458306535e-8,1.0327932716873247e-7
t335,1.1121224732905134e-8,1.237832650151911e-8,2.0481270413623546e-8,5.929846526040574e-8,1.0327928690845353e-7
t336,1.1121223172865133e-8,1.2378324549709673e-8,2.0481265045875965e-8,5.9298416488194586e-8,1.0327922925664536e-7
t337,5.533956582765418e-9,6.156158663602377e-9,1.015059207609849e-8,2.8906826928067616e-8,5.07475342505339e-8
t338,5.533956561695722e-9,6.156158633428976e-9,1.0150591989195858e-8,2.8906825471875705e-8,5.074753265619626e-8
t339,5.533956349438994e-9,6.15615836887519e-9,1.0150591267952378e-8,2.890681928200658e-8,5.0747525268273145e-8
t340,5.533956463839923e-9,6.156158510401279e-9,1.0150591652544511e-8,2.8906822373746454e-8,5.074752900053217e-8
t341,5.533956761177337e-9,6.156158881767389e-9,1.0150592666251984e-8,2.8906831189596898e-8,5.074753949879361e-8
t342,5.543844892197112e-9,6.16839799486307e-9,1.0183910278750041e-8,2.9178686046611176e-8,5.1074839212421395e-8
t343,5.615490319759773e-9,6.257224780572065e-9,1.0428320167399583e-8,3.1279128994922444e-8,5.3580164262653866e-8
t344,5.4753770563926715e-9,6.083752216639193e-9,9.955230770070123e-9,2.7376871597512836e-8,4.8891231640614825e-8
t345,5.475377011681589e-9,6.08375216252698e-9,9.95523062744794e-9,2.737687081280966e-8,4.8891230614466166e-8
t346,5.475377009242148e-9,6.083752160317171e-9,9.955230622834046e-9,2.7376870933806135e-8,4.88912307261995e-8
t347,5.475377008768566e-9,6.0837521608102e-9,9.955230625598053e-9,2.737687113921835e-8,4.889123093439517e-8
t348,5.4753770091087885e-9,6.083752161821475e-9,9.955230629001954e-9,2.7376871256325722e-8,4.8891231056257945e-8
t349,5.475377009126399e-9,6.083752161968463e-9,9.955230629504685e-9,2.7376871266556937e-8,4.889123106715648e-8
t350,5.475377008992127e-9,6.083752161998758e-9,9.955230629855004e-9,2.7376871309052656e-8,4.889123110989854e-8
t351,5.475377009159563e-9,6.083752161663184e-9,9.955230628246176e-9,2.737687120930989e-8,4.889123100837881e-8
t352,5.475377009499517e-9,6.083752161375397e-9,9.955230626462604e-9,2.7376871064274517e-8,4.889123086161204e-8
t353,5.475377013013158e-9,6.083752165379061e-9,9.955230636370042e-9,2.737687104417967e-8,4.889123085894193e-8
t354,5.475379653635768e-9,6.0837554263634495e-9,9.955239368816522e-9,2.7376936990477564e-8,4.8891311439293303e-8
t355,5.845797400063111e-9,6.544524877531035e-9,1.1251512511732183e-8,4.007309284162787e-8,6.371492763095419e-8
t356,5.569168143495519e-9,6.199764495531517e-9,1.0269691210511435e-8,2.989412717304622e-8,5.193275102258469e-8
t357,5.569167910966686e-9,6.199764205643925e-9,1.0269690410532722e-8,2.9894120007463784e-8,5.193274253460712e-8
t358,5.569167257040458e-9,6.199763389074825e-9,1.0269688158288169e-8,2.989409967370447e-8,5.193271847810792e-8
t359,5.558168020015874e-9,6.18613528364661e-9,1.0232348195445231e-8,2.9579884990891147e-8,5.155653648999886e-8
t360,5.558167860836563e-9,6.18613507653056e-9,1.023234761526613e-8,2.9579878344421227e-8,5.1556528897054476e-8
t361,5.558167814320338e-9,6.186135011333395e-9,1.023234742716197e-8,2.9579875315355002e-8,5.155652556817071e-8
t362,5.5537680638105274e-9,6.180685406198318e-9,1.0217446036160265e-8,2.9455687922231297e-8,5.14075874284004e-8
t363,5.553768011898258e-9,6.180685339744441e-9,1.0217445851795125e-8,2.9455685974879287e-8,5.140758517831711e-8
t364,5.553768639917478e-9,6.180686116819823e-9,1.0217447975408402e-8,2.945570344923227e-8,5.140760618137797e-8
t365,5.5581678885512485e-9,6.1861350994076386e-9,1.0232347663379978e-8,2.957987651542927e-8,5.1556527166768136e-8
t366,5.558167969038201e-9,6.1861352085822164e-9,1.0232347974649512e-8,2.9579880920352452e-8,5.155653207262238e-8
t367,5.638965449842623e-9,6.286385866380277e-9,1.0509569567265564e-8,3.202166794558232e-8,5.445658882907079e-8
t368,5.475377567945281e-9,6.083752848443344e-9,9.955232461673425e-9,2.7376884294322496e-8,4.8891247172384546e-8
t369,5.475377015591702e-9,6.083752167403652e-9,9.955230639992017e-9,2.7376870819799226e-8,4.8891230642786594e-8
t370,5.475377010750534e-9,6.083752161979699e-9,9.955230626556999e-9,2.7376870848028326e-8,4.889123064731556e-8
t371,5.475377009727523e-9,6.083752161578017e-9,9.955230626718047e-9,2.7376871012938054e-8,4.8891230810961644e-8
t372,5.475377009646209e-9,6.083752162041159e-9,9.955230628698364e-9,2.7376871127197197e-8,4.889123092758293e-8
t373,5.475377009387474e-9,6.0837521620384356e-9,9.955230629097747e-9,2.7376871177305813e-8,4.889123097782947e-8
t374,5.475377009585086e-9,6.083752162790486e-9,9.955230631712963e-9,2.7376871282363336e-8,4.889123108645187e-8
t375,5.4753770099062385e-9,6.083752163060038e-9,9.95523063218738e-9,2.7376871255295462e-8,4.889123106044912e-8
t376,5.4753770109198905e-9,6.083752164054346e-9,9.955230634367127e-9,2.737687121566357e-8,4.889123102500493e-8
t377,5.4753770167411145e-9,6.083752171422957e-9,9.955230653874084e-9,2.7376871345289344e-8,4.88912311873275e-8
t378,5.48868010655989e-9,6.100180175099815e-9,9.999295413751329e-9,2.7712712453100756e-8,4.930086814851179e-8
t379,5.683623927488236e-9,6.341938197168832e-9,1.06657605797965e-8,3.351718543852218e-8,5.620850814297575e-8
t380,5.6836248348346826e-9,6.341939330793857e-9,1.0665763790790115e-8,3.351721799989337e-8,5.6208545956312024e-8
t381,5.6836233596151165e-9,6.341937492762975e-9,1.0665758590152744e-8,3.351716638696467e-8,5.62084858294955e-8
t382,5.563680167128972e-9,6.19296410375862e-9,1.0251045181547008e-8,2.973667657225523e-8,5.174436602468983e-8
t383,5.558169302404635e-9,6.186136874114157e-9,1.0232352551097316e-8,2.9579921677193228e-8,5.1556580404809336e-8
t384,5.55816795304428e-9,6.186135192776458e-9,1.0232347935996229e-8,2.9579881325150616e-8,5.155653240696758e-8
t385,5.558167903796606e-9,6.1861351239387475e-9,1.0232347737618247e-8,2.9579878216802737e-8,5.155652898215634e-8
t386,5.553774174544217e-9,6.180692976013191e-9,1.0217466728775112e-8,2.9455860245950466e-8,5.140779412528299e-8
t387,5.5537679302379844e-9,6.180685239547447e-9,1.0217445579227792e-8,2.94556839395645e-8,5.1407582688577725e-8
t388,5.553767788450871e-9,6.180685063272371e-9,1.0217445096596239e-8,2.9455679846501265e-8,5.1407577794820745e-8
t389,5.553767854885242e-9,6.180685148161676e-9,1.0217445332168395e-8,2.9455682318391235e-8,5.1407580653606546e-8
t390,5.558167839174892e-9,6.18613504728009e-9,1.0232347532496509e-8,2.9579877303185628e-8,5.155652772213711e-8
t391,5.5691615347827176e-9,6.199756289525171e-9,1.0269668650216676e-8,2.989393267900194e-8,5.19325191535265e-8
t392,5.54384435561017e-9,6.1683973513539635e-9,1.0183908550548083e-8,2.9178675663675227e-8,5.1074825921187445e-8
t393,5.47537705962669e-9,6.083752222617032e-9,9.955230788632564e-9,2.7376872038431327e-8,4.8891232109307615e-8
t394,5.475377021737178e-9,6.083752177016948e-9,9.955230668425998e-9,2.7376871370681867e-8,4.8891231237861994e-8
t395,5.475377010238442e-9,6.08375216386269e-9,9.955230634986141e-9,2.737687135298097e-8,4.889123116206824e-8
t396,5.475377017781532e-9,6.083752174344836e-9,9.955230664088666e-9,2.737687170906311e-8,4.8891231565278146e-8
t397,5.4753770141333e-9,6.083752169996648e-9,9.95523065276246e-9,2.7376871661547733e-8,4.889123149844014e-8
t398,5.4753770146774775e-9,6.083752171034842e-9,9.955230655974443e-9,2.737687174677398e-8,4.889123158846074e-8
t399,5.475377014721534e-9,6.0837521709378294e-9,9.955230655486866e-9,2.7376871710629544e-8,4.889123155177577e-8
t400,5.4753770149422415e-9,6.083752170839475e-9,9.955230654736005e-9,2.7376871647979238e-8,4.8891231488496965e-8
t401,5.475377020960643e-9,6.083752178177848e-9,9.955230674047378e-9,2.737687175839924e-8,4.889123163158511e-8
t402,5.475377329020254e-9,6.083752558997527e-9,9.95523169357605e-9,2.7376879435427453e-8,4.8891241017021284e-8
